species,sid,species-level snp diversity,location
Species_256,107201700150,0.03890445066915655,East
Species_256,107201700143,0.016512345679012344,East
Species_256,107201700146,,East
Species_256,107201700154,,East
Species_256,107201700148,,East
Species_256,107201700152,,East
Species_256,107201700157,,East
Species_256,107201700158,,East
Species_256,107201700156,,East
Species_256,107201700160,,East
Species_256,107201700159,0.008547008547008548,East
Species_256,107201700161,,East
Species_256,107201700163,,East
Species_256,107201700165,,East
Species_256,107201700164,,East
Species_256,107201700162,,East
Species_256,107201700166,,East
Species_256,107201700167,,East
Species_256,107201700170,,East
Species_256,107201700174,,East
Species_256,107201700169,,East
Species_256,107201700171,,East
Species_256,107201700173,0.0,East
Species_256,107201700176,,East
Species_256,107201700175,,East
Species_256,107201700177,0.033618233618233614,East
Species_256,107201700179,,East
Species_256,107201700180,,East
Species_256,107201700181,0.3059243891194097,East
Species_256,107201700185,,East
Species_256,107201700182,,East
Species_256,107201700188,,East
Species_256,107201700190,,East
Species_256,107201700184,,East
Species_256,107201700189,,East
Species_256,107201700193,,East
Species_256,107201700192,0.012102676495981936,East
Species_256,107201700194,,East
Species_256,107201700195,,East
Species_256,107201700197,,East
Species_256,107201700199,0.045210727969348656,East
Species_256,107201700196,,East
Species_256,107201700203,,East
Species_256,107201700200,0.04174163368118027,East
Species_256,107201700202,0.07781518892630004,East
Species_256,107201700205,,East
Species_256,107201700209,,East
Species_256,107201700207,,East
Species_256,107201700211,,East
Species_256,107201700210,,East
Species_256,107201700208,,East
Species_256,107201700213,,East
Species_256,107201700214,,East
Species_256,107201700216,,East
Species_256,107201700212,,East
Species_256,107201700219,0.0062521912291497546,East
Species_256,107201700215,,East
Species_256,107201700221,,East
Species_256,107201700217,,East
Species_256,107201700224,,East
Species_256,107201700223,,East
Species_256,107201700222,0.026470588235294114,East
Species_256,107201700220,,East
Species_256,107201700227,,East
Species_256,107201700226,,East
Species_256,107201700228,,East
Species_256,107201700230,,East
Species_256,107201700236,,East
Species_256,107201700229,0.011453688041416787,East
Species_256,107201700231,,East
Species_256,107201700235,,East
Species_256,107201700241,,East
Species_256,107201700232,0.06352941176470589,East
Species_256,107201700237,,East
Species_256,107201700247,,East
Species_256,107201700238,0.005681818181818182,East
Species_256,107201700243,,East
Species_256,107201700253,,East
Species_256,107201700249,0.07198993418505613,East
Species_256,107201700251,,East
Species_256,107201700261,,East
Species_256,107201700262,,East
Species_256,107201700255,0.01942796384901648,East
Species_256,107201700265,0.05869021470330104,East
Species_256,107201700259,,East
Species_256,107201700268,,East
Species_256,C0156,,East
Species_256,107201700269,,East
Species_256,107201700271,,East
Species_256,107201700257,,East
Species_256,107201700263,,East
Species_256,107201700275,,East
Species_256,107201700272,,East
Species_256,107201700276,,East
Species_256,107201700274,,East
Species_256,107201700278,0.05392156862745099,East
Species_256,107201700277,0.0014880952380952382,East
Species_256,107201700281,0.0051051051051051064,East
Species_256,107201700282,,East
Species_256,107201700279,0.10173160173160174,East
Species_256,107201700398,,East
Species_256,107201700284,,East
Species_256,107201700287,,East
Species_256,107201700290,,East
Species_256,107201700285,,East
Species_256,107201700286,,East
Species_256,107201700293,0.20729166666666668,East
Species_256,107201700291,,East
Species_256,107201700292,,East
Species_256,107201700297,,East
Species_256,107201700296,,East
Species_256,107201700298,,East
Species_256,107201700299,,East
Species_256,107201700303,,East
Species_256,107201700306,,East
Species_256,107201700302,0.31345164056214087,East
Species_256,107201700300,,East
Species_256,107201700304,,East
Species_256,107201700301,0.004117716873843831,East
Species_256,107201700311,,East
Species_256,107201700305,,East
Species_256,107201700308,,East
Species_256,107201700317,,East
Species_256,107201700312,,East
Species_256,107201700315,0.006511263075356303,East
Species_256,107201700320,,East
Species_256,107201700318,0.06790123456790122,East
Species_256,107201700322,,East
Species_256,107201700326,,East
Species_256,107201700327,,East
Species_256,107201700321,,East
Species_256,107201700329,,East
Species_256,107201700334,,East
Species_256,107201700328,,East
Species_256,107201700330,,East
Species_256,107201700339,,East
Species_256,107201700340,,East
Species_256,107201700343,,East
Species_256,107201700341,,East
Species_256,107201700344,,East
Species_256,107201700346,,East
Species_256,107201700345,,East
Species_256,107201700347,0.15240297188394122,East
Species_256,107201700348,,East
Species_256,107201700349,,East
Species_256,107201700351,,East
Species_256,107201700353,0.329049454078356,East
Species_256,107201700350,,East
Species_256,107201700352,,East
Species_256,107201700354,,East
Species_256,107201700356,,East
Species_256,107201700357,,East
Species_256,107201700355,,East
Species_256,107201700361,,East
Species_256,107201700359,0.041767068273092366,East
Species_256,107201700362,,East
Species_256,107201700363,,East
Species_256,107201700360,0.40728991596638653,East
Species_256,107201700365,,East
Species_256,107201700474,,East
Species_256,107201700364,0.021031833043220833,East
Species_256,107201700368,,East
Species_256,107201700367,,East
Species_256,107201700369,,East
Species_256,107201700370,0.05147144176230048,East
Species_256,107201700372,,East
Species_256,107201700371,,East
Species_256,107201700373,,East
Species_256,107201700377,,East
Species_256,107201700378,,East
Species_256,107201700381,,East
Species_256,107201700374,0.007453903845993943,East
Species_256,107201700493,0.18867313915857603,East
Species_256,107201700383,,East
Species_256,107201700382,,East
Species_256,107201700384,,East
Species_256,107201700385,0.008468468468468467,East
Species_256,107201700386,0.008333333333333333,East
Species_256,107201700387,,East
Species_256,107201700390,,East
Species_256,107201700388,0.03249354005167959,East
Species_256,107201700389,,East
Species_256,107201700391,,East
Species_256,107201700393,,East
Species_256,107201700392,,East
Species_256,107201700394,,East
Species_256,107201700397,,East
Species_256,C0161,,East
Species_256,107201700396,,East
Species_256,107201700395,,East
Species_256,107201700401,0.004137931034482759,East
Species_256,107201700399,0.0058823529411764705,East
Species_256,107201700403,0.02968441814595661,East
Species_256,107201700405,,East
Species_256,107201700404,,East
Species_256,107201700402,,East
Species_256,107201700407,,East
Species_256,107201700409,,East
Species_256,107201700411,,East
Species_256,107201700413,,East
Species_256,107201700415,,East
Species_256,107201700408,,East
Species_256,107201700418,,East
Species_256,107201700417,,East
Species_256,107201700414,0.055959710670956855,East
Species_256,107201700420,,East
Species_256,107201700422,0.0,East
Species_256,107201700421,,East
Species_256,107201700419,,East
Species_256,107201700424,,East
Species_256,107201700428,0.3437233112729809,East
Species_256,107201700430,,East
Species_256,107201700425,,East
Species_256,107201700429,,East
Species_256,107201700431,,East
Species_256,107201700426,,East
Species_256,107201700433,0.008088235294117648,East
Species_256,107201700435,,East
Species_256,107201700434,,East
Species_256,107201700437,0.007194648568393191,East
Species_256,107201700438,,East
Species_256,107201700441,,East
Species_256,107201700440,,East
Species_256,107201700446,,East
Species_256,107201700444,,East
Species_256,107201700448,,East
Species_256,107201700445,,East
Species_256,107201700451,,East
Species_256,107201700450,,East
Species_256,107201700452,,East
Species_256,107201700453,,East
Species_256,107201700449,,East
Species_256,107201700457,,East
Species_256,107201700454,,East
Species_256,107201700459,0.020629190304280558,East
Species_256,107201700463,,East
Species_256,107201700460,,East
Species_256,107201700461,,East
Species_256,107201700465,,East
Species_256,107201700464,,East
Species_256,107201700467,,East
Species_256,107201700469,,East
Species_256,107201700468,,East
Species_256,107201700470,0.01304964539007092,East
Species_256,107201700473,,East
Species_256,107201700476,,East
Species_256,107201700477,,East
Species_256,107201700479,,East
Species_256,107201700472,,East
Species_256,107201700475,,East
Species_256,107201700481,,East
Species_256,107201700482,,East
Species_256,107201700483,,East
Species_256,107201700484,0.008764064115746074,East
Species_256,107201700485,,East
Species_256,107201700490,0.004320987654320987,East
Species_256,107201700488,,East
Species_256,107201700486,,East
Species_256,107201700492,0.0031628887717448603,East
Species_256,107201700491,,East
Species_256,107201700495,,East
Species_256,107201700496,0.0018140589569160999,East
Species_256,107201700494,,East
Species_256,107201700498,,East
Species_256,107201700497,0.026108374384236452,East
Species_256,107201700500,,East
Species_256,107201700502,0.007803790412486064,East
Species_256,107201700501,,East
Species_256,107201700504,,East
Species_256,107201700506,,East
Species_256,107201700509,,East
Species_256,107201700505,,East
Species_256,107201700511,,East
Species_256,107201700507,,East
Species_256,107201700510,,East
Species_256,107201700513,,East
Species_256,107201700512,,East
Species_256,107201700514,,East
Species_256,107201700517,,East
Species_256,107201700518,,East
Species_256,107201700519,,East
Species_256,107201700520,,East
Species_256,107201700515,,East
Species_256,107201700521,,East
Species_256,107201700522,,East
Species_256,107201700526,0.0243859649122807,East
Species_256,107201700527,,East
Species_256,107201700525,,East
Species_256,C0152,,East
Species_256,107201700532,,East
Species_256,107201700531,0.02927703373015873,East
Species_256,107201700529,0.17915997859818084,East
Species_256,107201700533,0.04931922034194762,East
Species_256,107201700534,,East
Species_256,107201700539,0.004294659303573881,East
Species_256,107201700538,,East
Species_256,107201700543,,East
Species_256,107201700540,0.03101758149881344,East
Species_256,107201700537,,East
Species_256,107201700548,,East
Species_256,107201700545,,East
Species_256,107201700551,,East
Species_256,107201700549,0.027886710239651415,East
Species_256,107201700550,,East
Species_256,107201700552,0.0035742339185160046,East
Species_256,107201700554,0.007558139534883721,East
Species_256,107201700553,,East
Species_256,107201700557,0.03907546700537479,East
Species_256,107201700555,,East
Species_256,107201700558,0.25163785410495915,East
Species_256,107201700559,,East
Species_256,107201700560,,East
Species_256,107201700561,,East
Species_256,107201700562,,East
Species_256,107201700564,,East
Species_256,107201700568,,East
Species_256,107201700565,0.00461906069401951,East
Species_256,107201700563,0.01646403242147923,East
Species_256,107201700569,,East
Species_256,107201700570,,East
Species_256,107201700572,,East
Species_256,107201700571,0.031580400276052446,East
Species_256,107201700573,,East
Species_256,107201700575,,East
Species_256,107201700574,,East
Species_256,107201700577,0.028571428571428567,East
Species_256,107201700576,,East
Species_256,107201700580,,East
Species_256,107201700578,,East
Species_256,107201700581,0.47515151515151527,East
Species_256,107201700579,0.003523261294694059,East
Species_256,107201700583,0.031395348837209305,East
Species_256,107201700585,,East
Species_256,107201700582,,East
Species_256,107201700588,,East
Species_256,107201700587,,East
Species_256,107201700590,,East
Species_256,107201700586,,East
Species_256,107201700589,,East
Species_256,107201700592,,East
Species_256,107201700593,,East
Species_256,107201700591,,East
Species_256,107201700594,,East
Species_256,107201700600,0.3416666666666666,East
Species_256,107201700596,,East
Species_256,107201700602,,East
Species_256,107201700604,,East
Species_256,107201700608,,East
Species_256,107201700603,0.030065021992732838,East
Species_256,107201700607,,East
Species_256,107201700605,0.03896748207093034,East
Species_256,107201700611,,East
Species_256,107201700613,,East
Species_256,107201700610,,East
Species_256,107201700615,,East
Species_256,107201700614,,East
Species_256,107201700612,,East
Species_256,107201700617,,East
Species_256,107201700618,,East
Species_256,107201700616,0.06373145979703358,East
Species_256,107201700619,,East
Species_256,107201700620,0.014720812182741117,East
Species_256,107201700622,,East
Species_256,107201700624,,East
Species_256,107201700621,0.003998723194335626,East
Species_256,107201700625,,East
Species_256,107201700626,,East
Species_256,107201700628,,East
Species_256,107201700627,0.0070320650440150725,East
Species_256,107201700631,,East
Species_256,107201700632,0.09253380364491474,East
Species_256,107201700633,,East
Species_256,107201700635,,East
Species_256,107201700636,,East
Species_256,107201700638,,East
Species_256,107201700637,,East
Species_256,107201700634,0.36765559552361193,East
Species_256,107201700641,,East
Species_256,107201700639,,East
Species_256,107201700642,,East
Species_256,107201700644,0.06155599494699836,East
Species_256,107201700645,,East
Species_256,107201700646,,East
Species_256,107201700649,0.0027721495183534233,East
Species_256,107201700648,0.004456989053533265,East
Species_256,107201700650,,East
Species_256,107201700653,0.012,East
Species_256,107201700651,,East
Species_256,107201700652,,East
Species_256,C0153,,East
Species_256,107201700654,0.009069617588548549,East
Species_256,107201700655,,East
Species_256,107201700657,,East
Species_256,107201700658,,East
Species_256,107201700659,,East
Species_256,107201700661,,East
Species_256,107201700660,,East
Species_256,107201700662,,East
Species_256,107201700663,,East
Species_256,107201700664,,East
Species_256,107201700665,,East
Species_256,107201700666,,East
Species_256,107201700667,0.013075060532687652,East
Species_256,107201700671,0.030054644808743165,East
Species_256,107201700668,,East
Species_256,107201700672,,East
Species_256,107201700673,,East
Species_256,107201700676,,East
Species_256,107201700675,,East
Species_256,107201700678,,East
Species_256,107201700679,,East
Species_256,107201700684,,East
Species_256,107201700685,,East
Species_256,107201700686,0.37717455586308285,East
Species_256,107201700687,,East
Species_256,107201700689,,East
Species_256,107201700693,,East
Species_256,107201700688,0.14061453327508375,East
Species_256,107201700690,0.3903104823536035,East
Species_256,107201700692,,East
Species_256,107201700695,,East
Species_256,107201700694,,East
Species_256,107201700696,,East
Species_256,107201700697,,East
Species_256,107201700699,,East
Species_256,107201700703,,East
Species_256,107201700698,,East
Species_256,107201700704,,East
Species_256,107201700702,,East
Species_256,107201700707,,East
Species_256,107201700705,,East
Species_256,107201700706,0.02131970593509055,East
Species_256,107201700708,0.24502142138624053,East
Species_256,107201700710,,East
Species_256,107201700711,,East
Species_256,107201700712,,East
Species_256,107201700714,,East
Species_256,107201700716,,East
Species_256,107201700715,,East
Species_256,107201700713,,East
Species_256,107201700717,,East
Species_256,107201700718,,East
Species_256,107201700720,,East
Species_256,107201700719,0.006161137440758294,East
Species_256,107201700721,0.37288424312814555,East
Species_256,107201700722,,East
Species_256,107201700724,,East
Species_256,107201700727,,East
Species_256,107201700731,,East
Species_256,107201700729,,East
Species_256,107201700730,0.016648086213303607,East
Species_256,107201700735,,East
Species_256,107201700733,,East
Species_256,107201700734,,East
Species_256,107201700736,,East
Species_256,107201700737,,East
Species_256,107201700739,,East
Species_256,107201700738,,East
Species_256,107201700743,,East
Species_256,107201700742,,East
Species_256,107201700741,,East
Species_256,107201700746,,East
Species_256,107201700744,0.0046996124031007756,East
Species_256,107201700749,,East
Species_256,107201700747,,East
Species_256,107201700748,,East
Species_256,107201700752,,East
Species_256,107201700750,,East
Species_256,107201700755,,East
Species_256,107201700753,,East
Species_256,107201700757,0.22935574229691882,East
Species_256,107201700754,0.0049665711556829036,East
Species_256,107201700756,,East
Species_256,107201700751,,East
Species_256,107201700758,0.006329113924050633,East
Species_256,107201700760,0.017184801381692573,East
Species_256,107201700761,,East
Species_256,107201700759,,East
Species_256,107201700763,,East
Species_256,107201700766,,East
Species_256,107201700762,,East
Species_256,107201700764,0.004473278933455925,East
Species_256,107201700771,,East
Species_256,107201700883,,East
Species_256,107201700773,,East
Species_256,107201700775,,East
Species_256,107201700776,,East
Species_256,107201700778,,East
Species_256,107201700777,,East
Species_256,107201700781,,East
Species_256,C0150,,East
Species_256,107201700779,,East
Species_256,107201700782,,East
Species_256,107201700784,,East
Species_256,107201700787,,East
Species_256,107201700785,,East
Species_256,107201700783,,East
Species_256,107201700789,,East
Species_256,107201700792,,East
Species_256,107201700791,,East
Species_256,107201700790,,East
Species_256,107201700795,,East
Species_256,107201700797,,East
Species_256,107201700800,,East
Species_256,107201700794,,East
Species_256,107201700801,0.011574074074074075,East
Species_256,107201700798,,East
Species_256,107201700802,,East
Species_256,107201700803,,East
Species_256,107201700807,,East
Species_256,107201700804,,East
Species_256,107201700805,,East
Species_256,107201700810,,East
Species_256,107201700812,0.025490196078431372,East
Species_256,107201700808,0.32440118747242314,East
Species_256,107201700811,,East
Species_256,107201700815,,East
Species_256,107201700813,0.2882069162674685,East
Species_256,107201700814,,East
Species_256,107201700818,,East
Species_256,107201700819,,East
Species_256,107201700820,0.003976238382677015,East
Species_256,107201700817,,East
Species_256,107201700824,,East
Species_256,107201700821,0.030555555555555558,East
Species_256,107201700826,,East
Species_256,107201700827,0.026634156740480176,East
Species_256,107201700823,,East
Species_256,107201700828,,East
Species_256,107201700829,,East
Species_256,107201700830,,East
Species_256,107201700831,,East
Species_256,107201700833,,East
Species_256,107201700837,,East
Species_256,107201700836,0.016499610743479956,East
Species_256,107201700835,0.17108843537414967,East
Species_256,107201700838,0.11355674643804253,East
Species_256,107201700958,,East
Species_256,107201700840,,East
Species_256,107201700841,,East
Species_256,107201700839,,East
Species_256,107201700844,,East
Species_256,107201700845,,East
Species_256,107201700842,0.037386586896827306,East
Species_256,107201700848,,East
Species_256,107201700846,,East
Species_256,107201700849,,East
Species_256,107201700850,,East
Species_256,107201700851,,East
Species_256,107201700847,,East
Species_256,107201700854,,East
Species_256,107201700853,,East
Species_256,107201700852,0.31615139999807906,East
Species_256,107201700857,,East
Species_256,107201700855,,East
Species_256,107201700856,,East
Species_256,107201700859,,East
Species_256,107201700858,,East
Species_256,107201700861,,East
Species_256,107201700863,,East
Species_256,107201700860,,East
Species_256,107201700864,,East
Species_256,107201700866,,East
Species_256,107201700868,,East
Species_256,107201700870,0.024028361344537813,East
Species_256,107201700869,,East
Species_256,107201700874,,East
Species_256,107201700871,,East
Species_256,107201700875,,East
Species_256,107201700876,,East
Species_256,107201700877,,East
Species_256,107201700881,,East
Species_256,107201700884,,East
Species_256,107201700878,0.21666666666666667,East
Species_256,107201700885,,East
Species_256,107201700887,,East
Species_256,107201700886,,East
Species_256,107201701016,,East
Species_256,107201700888,,East
Species_256,107201700891,,East
Species_256,107201700892,,East
Species_256,107201700890,,East
Species_256,107201700897,,East
Species_256,107201700893,,East
Species_256,107201700898,,East
Species_256,107201700894,,East
Species_256,107201700900,,East
Species_256,107201700901,,East
Species_256,107201700899,,East
Species_256,107201700904,,East
Species_256,107201700905,,East
Species_256,C0151,,East
Species_256,107201700907,0.00808080808080808,East
Species_256,107201700908,0.15722281449893394,East
Species_256,107201700911,,East
Species_256,107201700916,,East
Species_256,107201700910,,East
Species_256,107201700912,0.03824033879512383,East
Species_256,107201700917,,East
Species_256,107201700918,,East
Species_256,107201700920,0.15650071506449706,East
Species_256,107201700921,,East
Species_256,107201700922,,East
Species_256,107201700919,,East
Species_256,107201700924,,East
Species_256,107201700925,,East
Species_256,107201700927,,East
Species_256,107201700928,,East
Species_256,107201700929,,East
Species_256,107201701053,,East
Species_256,107201700930,,East
Species_256,107201700931,,East
Species_256,107201700932,,East
Species_256,107201700933,,East
Species_256,107201700936,,East
Species_256,107201700935,,East
Species_256,107201700934,,East
Species_256,107201700937,,East
Species_256,107201700939,,East
Species_256,107201700945,0.00272108843537415,East
Species_256,107201700944,,East
Species_256,107201700940,0.010542398622249352,East
Species_256,107201700947,,East
Species_256,107201700946,,East
Species_256,107201700950,,East
Species_256,107201700952,,East
Species_256,107201700956,0.003619047619047619,East
Species_256,107201700953,,East
Species_256,107201700961,,East
Species_256,107201700963,,East
Species_256,107201700964,,East
Species_256,107201700959,,East
Species_256,107201700965,0.12147541887125242,East
Species_256,107201700968,0.3216748768472907,East
Species_256,107201700970,,East
Species_256,107201700972,,East
Species_256,107201700966,0.047393939393939384,East
Species_256,107201701081,,East
Species_256,107201700973,,East
Species_256,107201700975,,East
Species_256,107201700978,,East
Species_256,107201700974,0.011631885191415794,East
Species_256,107201700979,,East
Species_256,107201700980,,East
Species_256,107201700977,0.09076923076923077,East
Species_256,107201700984,0.02976190476190476,East
Species_256,107201700982,,East
Species_256,107201700988,,East
Species_256,107201700986,,East
Species_256,107201700983,,East
Species_256,107201700989,,East
Species_256,107201700990,,East
Species_256,107201700991,,East
Species_256,107201700996,,East
Species_256,107201700993,,East
Species_256,107201700992,0.015970610982211912,East
Species_256,107201700995,0.27406694867632375,East
Species_256,107201700998,0.00909090909090909,East
Species_256,107201701001,,East
Species_256,107201701002,,East
Species_256,107201700999,0.00564954051796157,East
Species_256,107201701003,,East
Species_256,107201701005,,East
Species_256,107201701006,,East
Species_256,107201701008,,East
Species_256,107201701004,,East
Species_256,107201701011,,East
Species_256,107201701015,,East
Species_256,107201701014,,East
Species_256,107201701019,,East
Species_256,107201701017,0.11847781847781845,East
Species_256,107201701020,,East
Species_256,107201701024,,East
Species_256,107201701023,,East
Species_256,107201701022,,East
Species_256,107201701026,,East
Species_256,107201701025,0.2419124036489044,East
Species_256,107201701146,,East
Species_256,107201701027,,East
Species_256,107201701028,,East
Species_256,107201701029,,East
Species_256,107201701030,,East
Species_256,107201701031,,East
Species_256,107201701032,,East
Species_256,107201701034,0.03780487804878049,East
Species_256,107201701035,0.18193362193362192,East
Species_256,107201701033,,East
Species_256,107201701036,,East
Species_256,107201701039,,East
Species_256,107201701041,,East
Species_256,107201701038,,East
Species_256,107201701040,0.263915410585884,East
Species_256,C0149,,East
Species_256,107201701046,,East
Species_256,107201701042,0.021714211280448092,East
Species_256,107201701049,,East
Species_256,107201701045,,East
Species_256,107201701051,,East
Species_256,107201701047,0.09199870424360221,East
Species_256,107201701052,,East
Species_256,107201701050,0.3259243555367339,East
Species_256,107201701056,,East
Species_256,107201701054,,East
Species_256,107201701058,,East
Species_256,107201701057,,East
Species_256,107201701059,0.11746031746031746,East
Species_256,107201701060,,East
Species_256,107201701062,,East
Species_256,107201701063,,East
Species_256,107201701061,0.19259070294784567,East
Species_256,107201701065,,East
Species_256,107201701064,,East
Species_256,107201701067,0.005633802816901409,East
Species_256,107201701069,,East
Species_256,107201701071,,East
Species_256,107201701070,,East
Species_256,107201701074,,East
Species_256,107201701073,,East
Species_256,107201701072,,East
Species_256,107201701076,,East
Species_256,107201701077,0.0,East
Species_256,107201701075,,East
Species_256,107201701078,,East
Species_256,107201701079,0.02142857142857143,East
Species_256,107201701080,,East
Species_256,107201701084,,East
Species_256,107201701085,,East
Species_256,107201701086,,East
Species_256,107201701083,,East
Species_256,107201701088,0.003787878787878788,East
Species_256,107201701094,,East
Species_256,107201701090,,East
Species_256,107201701093,,East
Species_256,107201701096,,East
Species_256,107201701098,0.010030103995621235,East
Species_256,107201701100,,East
Species_256,107201701103,,East
Species_256,107201701099,,East
Species_256,107201701105,0.01448228128460687,East
Species_256,107201701109,,East
Species_256,107201701112,,East
Species_256,107201701117,,East
Species_256,107201701111,0.008928571428571428,East
Species_256,107201701115,,East
Species_256,107201701118,,East
Species_256,107201701119,,East
Species_256,107201701120,0.08388895603816376,East
Species_256,107201701123,0.3700607902735562,East
Species_256,107201701126,,East
Species_256,107201701128,0.00575742844989974,East
Species_256,107201701130,,East
Species_256,107201701129,,East
Species_256,107201701127,0.015416697333235198,East
Species_256,107201701131,0.0441294863844555,East
Species_256,107201701132,,East
Species_256,107201701135,,East
Species_256,107201701136,,East
Species_256,107201701138,,East
Species_256,107201701140,0.01714285714285714,East
Species_256,107201701141,,East
Species_256,107201701142,,East
Species_256,107201701144,,East
Species_256,107201701145,0.020346320346320345,East
Species_256,107201701149,,East
Species_256,107201701152,,East
Species_256,107201701151,,East
Species_256,107201701155,0.03333333333333333,East
Species_256,107201701154,0.31595466224815677,East
Species_256,107201701156,,East
Species_256,107201701162,,East
Species_256,107201701158,,East
Species_256,107201701159,,East
Species_256,107201701160,,East
Species_256,107201701163,,East
Species_256,107201701161,0.03595702923251729,East
Species_256,107201701166,,East
Species_256,107201701165,,East
Species_256,107201701169,,East
Species_256,107201701167,,East
Species_256,107201701164,,East
Species_256,107201701170,,East
Species_256,107201701171,,East
Species_256,107201701173,,East
Species_256,107201701172,,East
Species_256,107201701168,,East
Species_256,107201701174,,East
Species_256,107201701175,,East
Species_256,107201701177,,East
Species_256,107201701176,,East
Species_256,107201701180,0.008135730446024564,East
Species_256,107201701178,,East
Species_256,107201701182,0.017310572027553157,East
Species_256,107201701183,,East
Species_256,C0147,,East
Species_256,107201701185,0.004546265949774721,East
Species_256,107201701187,,East
Species_256,107201701186,,East
Species_256,107201701191,0.16349886621315188,East
Species_256,107201701192,,East
Species_256,107201701196,,East
Species_256,107201701194,,East
Species_256,107201701198,,East
Species_256,107201701199,,East
Species_256,107201701200,,East
Species_256,107201701305,,East
Species_256,107201701205,,East
Species_256,107201701206,,East
Species_256,107201701203,,East
Species_256,107201701210,0.012727272727272726,East
Species_256,107201701211,,East
Species_256,107201701209,0.030544488711819393,East
Species_256,107201701214,,East
Species_256,107201701216,,East
Species_256,107201701215,0.023916133617626158,East
Species_256,107201701218,,East
Species_256,107201701219,,East
Species_256,107201701217,,East
Species_256,107201701221,,East
Species_256,107201701220,,East
Species_256,107201701222,,East
Species_256,107201701227,,East
Species_256,107201701223,,East
Species_256,107201701224,0.02342096560846561,East
Species_256,107201701230,,East
Species_256,107201701229,0.40489451704404894,East
Species_256,107201701232,,East
Species_256,107201701231,,East
Species_256,107201701235,,East
Species_256,107201701234,,East
Species_256,107201701237,,East
Species_256,107201701236,,East
Species_256,107201701241,,East
Species_256,107201701239,0.009804047936902517,East
Species_256,107201701242,0.020182032297265128,East
Species_256,107201701244,,East
Species_256,107201701247,,East
Species_256,107201701243,,East
Species_256,107201701245,,East
Species_256,107201701248,,East
Species_256,107201701253,,East
Species_256,107201701255,,East
Species_256,107201701252,0.06101466747036368,East
Species_256,107201701256,0.22537390842861982,East
Species_256,107201701258,,East
Species_256,107201701257,,East
Species_256,107201701262,,East
