sid,within_sample_diversity,location
sample_5902,0.002716358743985988,West
sample_7480,0.0,West
sample_8132,0.023527754296985063,West
sample_8399,0.03739393237170941,West
sample_7494,0.013793862249559554,West
sample_1051,0.07952345992557733,East
sample_7462,0.08333333333333334,West
sample_8417,0.028476302837682304,West
sample_6399,0.03391373505838015,West
sample_7463,0.0,West
sample_5855,0.001412387370113298,West
K0060,0.03417899990023439,East
107201701725,0.05898289163652896,East
sample_1035,0.06253267514665418,East
sample_7482,0.0,West
107201701300,0.08053757913103818,East
sample_5421,0.005632250231302281,West
sample_2668,0.04525799090767193,East
107201701210,0.045243810601203076,East
K0057,0.04325372087666184,East
107201701222,0.08727208713927428,East
sample_7453,0.0,West
107201701094,0.07697581348780076,East
sample_8204,0.07583563624115616,West
107201701211,0.0656487246978903,East
107201700217,0.06084327472361584,East
sample_8423,0.014020835960567376,West
sample_8202,0.044,West
sample_6441,0.0017396846483812328,West
sample_10794,0.05419371055871265,West
sample_7487,0.0,West
107201700638,0.03491533545439362,East
sample_2333,0.04110445128743233,East
sample_7104,0.031129934621693264,West
sample_7395,0.14737684643504448,West
sample_5650,0.007846813681623386,West
sample_5213,0.00603313307280763,West
sample_1042,0.021001239093744326,West
sample_10773,0.09229435259051044,West
sample_6053,0.012113953231034577,West
sample_4631,0.007471485749674536,West
sample_5797,0.0017837577908967825,West
sample_7241,0.01432214896700533,West
sample_6988,0.04586581226338265,West
sample_6527,0.011302971359403592,West
107201700203,0.012698764623483832,East
sample_6457,0.37871183708222755,West
sample_8226,0.02816678502698136,West
107201700707,0.08563116692724447,East
sample_6799,0.07147624276130816,West
sample_5699,0.0572359542141402,West
sample_10856,0.03661202682547195,West
sample_10859,0.0011823900846198974,West
sample_5215,0.0023117978436443505,West
sample_7312,0.020990217510293945,West
sample_6449,0.002867687002878125,West
sample_5396,0.008030229603403093,West
sample_5132,0.05568512636390805,West
sample_6419,0.008757260606978004,West
sample_4560,0.003463148494420113,West
sample_11776,0.005967311991169826,West
sample_5409,0.21010000965025494,West
sample_6408,0.1080291682763339,West
sample_7040,0.010685422712710942,West
sample_7511,0.0,West
sample_5704,0.01827559626578763,West
sample_9402,0.002048136190200749,East
sample_6338,0.007335276176563087,West
sample_6448,0.006911987301021335,West
sample_5414,0.047983074756147014,West
sample_7526,0.0,West
sample_6346,0.039293599126641196,West
sample_5206,0.0030166123397644593,West
107201703846,0.0535637663032103,East
sample_5816,0.004229073601496507,West
107201703845,0.08237807856166048,East
107201703662,0.12397678669656993,East
107201701650,0.04732524681677277,East
sample_7043,0.0037565035410990336,West
sample_7035,0.002373792441936386,West
sample_6348,0.10220782960201963,West
sample_5649,0.002415209641762191,West
sample_5122,0.010256661308461005,West
sample_5828,0.013674445084750225,West
sample_5431,0.02650812668053771,West
sample_5220,0.008961904329423528,West
sample_5895,0.0077333703334097805,West
sample_6587,0.1563685423793395,West
sample_10792,0.016151945944378306,West
sample_5362,0.011436214760800699,West
sample_7280,0.001217272806437624,West
sample_8207,0.03809157544365425,West
sample_1280,0.02830792355066278,East
sample_7297,0.02138905532030059,West
sample_7349,0.007216162731576036,West
sample_5284,0.015288300001734739,West
sample_7231,0.004638856049418064,West
sample_7065,0.008049278864225774,West
sample_5173,0.1337712028834456,West
sample_7283,0.002788433708623373,West
sample_5383,0.011105698657632765,West
sample_5302,0.01813730837743384,West
sample_6802,0.08361579710005788,West
sample_4625,0.009244216063522452,West
sample_6334,0.003438484317065028,West
sample_5193,0.04366168621609333,West
sample_7322,0.001569133230230239,West
sample_4562,0.0026395691299718315,West
C0071,0.0979021499894597,East
sample_6819,0.004660871259031958,West
sample_7336,0.002201365439713212,West
sample_5214,0.007522112069680178,West
sample_8444,0.017927391192673704,West
sample_7045,0.002905258596956254,West
sample_7464,0.0,West
sample_612,0.006579579724809796,West
sample_7038,0.004395907881951223,West
sample_11715,0.12397272744006424,West
sample_5810,0.006051442749107253,West
sample_6440,0.009344949545085468,West
sample_5389,0.020911277552292627,West
sample_5974,0.011463710512058094,West
sample_5207,0.025678895835854105,West
sample_6977,0.021604453973164652,West
sample_6425,0.0043105688221706275,West
sample_4585,0.018823746913044788,West
sample_5929,0.13385652003291748,West
sample_10836,0.09490676578283007,West
sample_6328,0.004069866810556649,West
sample_4875,0.01802471177814912,West
sample_5201,0.004035503138096426,West
sample_5724,0.017517950622108782,East
sample_2388,0.030150139502002654,West
107201700979,0.10376341780446699,East
sample_1010,0.0126178633497541,West
107201700033,0.06137919072799112,East
sample_6035,0.006373301166913462,West
sample_5424,0.010964435165669452,West
sample_5380,0.015626876345176125,West
sample_6544,0.031787199456084055,West
sample_5307,0.0033294113625405553,West
sample_5908,0.012548220786850322,West
sample_5399,0.2549742701339291,West
sample_6388,0.0045239906668462365,West
sample_6471,0.0032103772206431404,West
sample_5801,0.04690873090082835,West
sample_4352,0.01937941039967836,West
sample_10915,0.017935771836446093,West
sample_5911,0.022890269864285707,West
sample_5901,0.04260243739580986,West
sample_5326,0.009433856645255803,West
107201701908,0.04842414840869089,East
sample_6149,0.016134821582586195,West
sample_7357,0.2156711885800742,West
sample_5815,0.0038340944539367802,West
sample_6535,0.010326409629312631,West
sample_5340,0.042998951053283434,West
sample_6183,0.021474886481651575,West
sample_4885,0.08452994526579596,West
sample_5963,0.06541878047551833,East
sample_6951,0.0036161622376726433,West
sample_4362,0.007928452288793084,West
sample_6349,0.0771123410286414,West
107201701435,0.04021477330683084,East
sample_7029,0.0036236745348018984,West
sample_6956,0.01315131472632222,West
sample_6605,0.02685363402714518,West
sample_2082,0.039089932350818805,West
sample_7048,0.04826973093954815,West
sample_5865,0.027660659606545842,West
sample_5513,0.045079341881176564,West
107201700209,0.05642857804455732,East
sample_2091,0.00842089038110268,West
107201701227,0.07861296156895967,East
sample_7315,0.03059821553924616,West
sample_5209,0.02271988449285226,West
sample_5821,0.005113850465575962,West
sample_6953,0.002298265731293309,West
sample_6162,0.012420153228007061,West
sample_4436,0.016915087025265136,East
sample_5174,0.043623699231810274,West
sample_6989,0.07802122412580428,West
sample_10821,0.004028710576964099,West
sample_5795,0.017681089002276527,West
sample_6981,0.008470599536704912,West
sample_5103,0.03098030293592156,West
sample_5825,0.11772398387655508,West
sample_6739,0.105716040378526,West
sample_6261,0.08813147300056126,West
sample_6360,0.0044478058454516176,West
sample_5190,0.06177435069863657,West
sample_6910,0.027351549428540713,West
sample_4548,0.005888301373827106,West
sample_4441,0.1283543576672102,East
sample_6250,0.0707914382904642,West
sample_6609,0.1405958756141722,West
sample_4892,0.011815840002151258,West
sample_12237,0.042623531077445875,West
sample_8178,0.029710382625209784,West
sample_7319,0.012507705693738025,West
sample_6820,0.004121889222289468,West
107201701418,0.11631607484744262,East
107201700361,0.03884043800594452,East
sample_4321,0.010731389600404736,West
sample_6345,0.002154645351327196,West
sample_8511,0.007960836875875935,West
sample_3059,0.015923757868401552,West
sample_6368,0.006390557846246386,West
sample_2386,0.11817809467681635,West
sample_7174,0.016760677128876734,West
107201700766,0.14098367443605928,East
sample_7214,0.005154459974779483,West
sample_5728,0.1166831609473962,East
sample_10032,0.033830509609230994,East
107201701880,0.07350807278817297,East
sample_5482,0.05743754953057572,East
sample_7036,0.0027121247229988316,West
sample_6565,0.005290586450144483,West
sample_6070,0.03474334705495811,West
sample_6636,0.003796165394151802,West
sample_6427,0.008941520750986856,West
sample_5183,0.007698015343457459,West
sample_7203,0.06480150903380612,West
sample_5163,0.06959636010808415,West
sample_6049,0.03383927082274335,West
sample_6940,0.02454802290708506,West
sample_6402,0.01255261846426935,West
sample_423,0.12519946419480038,East
sample_6632,0.004344818462469602,West
sample_12636,0.02661809651989362,East
sample_7039,0.002711000773027758,West
sample_6198,0.029339480159291508,West
sample_4918,0.21562033515685508,West
sample_6325,0.011234094344004306,East
sample_2381,0.005694759139363763,West
sample_7140,0.04412874723327558,West
107201702536,0.07666961633798683,East
sample_6984,0.09992558826350927,East
sample_6330,0.10632031925679421,West
sample_5065,0.01796153892642601,West
sample_6380,0.18658853871230038,West
107201702033,0.048375553994752345,East
107201701286,0.14216455474996045,East
sample_6320,0.004009748657559301,West
107201701006,0.1651706243933356,East
sample_7292,0.005236264296047562,West
sample_7276,0.002254829792837437,West
sample_6378,0.06539746231737778,West
107201701130,0.029473544740094493,East
sample_10749,0.009134519661356776,West
sample_4921,0.10690257894079407,West
sample_6374,0.0018846651759630475,West
sample_6247,0.01496151771388331,West
sample_5427,0.024619406042844585,West
sample_7055,0.018636022562596756,East
107201700429,0.08481759035451804,East
sample_5196,0.006346654476867427,West
sample_2897,0.002908422400160257,West
sample_6052,0.09740859941392954,West
sample_5807,0.04058847384085702,West
107201700261,0.0635220462481889,East
sample_6711,0.03017469482834234,West
sample_7294,0.2269030304465838,West
sample_4637,0.010423931470724538,West
sample_7403,0.03081567835589222,West
sample_4473,0.014772684492997065,West
sample_4896,0.014875135088508113,West
sample_2087,0.015346604801871638,West
sample_2113,0.005473354329189694,West
107201700213,0.037159388493080085,East
sample_6340,0.050174837953565934,West
sample_4952,0.004618727955779611,West
sample_7063,0.06412457076904275,West
sample_5374,0.1472836695462783,West
sample_605,0.03157821921000656,West
sample_6394,0.008150820142151351,West
sample_12439,0.03461649573884155,West
sample_220,0.02144426984294003,West
sample_579,0.0009016834975841256,West
sample_5303,0.0763228960794532,West
sample_5295,0.005620440037780997,West
sample_7034,0.030700761342821892,West
sample_4621,0.014237006588923013,West
sample_6831,0.0047993708000110095,West
sample_12036,0.07127063450845415,East
sample_5105,0.017114947482417937,West
sample_6178,0.014417656738777379,West
sample_7126,0.1684973763536194,West
sample_5360,0.004679812905827636,West
sample_7060,0.01910852091292922,West
sample_5897,0.008682017805303546,West
sample_5425,0.05314265546417833,West
107201700298,0.056566738810919816,East
sample_1865,0.08747471269497174,East
107201703653,0.09139052458310197,East
sample_7274,0.0047069020336868135,West
sample_5365,0.031743139614387905,West
107201701205,0.05501087573067134,East
sample_6747,0.01771619153160802,West
sample_6376,0.05902688249932025,West
sample_5104,0.027104446899976764,West
sample_4307,0.008454843788011939,West
sample_6318,0.10004057041373632,West
K0059,0.07697326380558672,East
sample_10770,0.02515702723270189,West
sample_6234,0.021152945115378095,West
sample_6786,0.08375167042739023,East
sample_5067,0.031187747825650772,West
sample_5367,0.12426577325227589,West
sample_7000,0.20447227192233708,West
sample_7342,0.07717501906899792,West
sample_6793,0.09796849304016986,West
107201700935,0.045994748502405904,East
sample_7081,0.032918825814944,West
sample_2534,0.14353221908108976,East
sample_7267,0.01911848395078477,West
sample_7258,0.09310388169412923,West
sample_5309,0.12430354325555783,West
sample_8221,0.012162554013031764,West
sample_4324,0.013934017646356506,West
sample_10784,0.0824243978100734,West
sample_5128,0.00998835450432285,West
sample_5680,0.0077232411061209085,East
sample_5985,0.01521595729061916,East
sample_5316,0.049282973633355265,West
sample_10921,0.3719028029756055,West
sample_6327,0.06703707615934361,West
107201701039,0.02479469109721342,East
sample_7161,0.01124735001022226,West
sample_6352,0.005751710847824209,West
sample_6438,0.014899390098454032,West
sample_3065,0.014688493142785723,West
sample_6424,0.06966254397653583,West
sample_8199,0.12136981911378873,West
sample_11034,0.14976787575329686,West
sample_5391,0.07374347141802505,West
sample_6331,0.008576330351538979,West
sample_5208,0.005468647377435355,West
sample_5893,0.1026411095682754,West
sample_6168,0.010339146189908562,West
sample_5188,0.004325976925107017,West
sample_6398,0.03035065087527728,West
sample_6631,0.005715130596019747,West
sample_5788,0.013910252898188175,West
sample_4583,0.009881344634764432,West
sample_7167,0.0015531191956519293,West
sample_6824,0.018209026582195607,West
sample_5319,0.04695308670910057,West
sample_7327,0.04461719238410948,West
sample_7244,0.01843932764202626,West
sample_6032,0.03681085179139427,West
sample_4301,0.024252628407637374,West
sample_4555,0.006469740345057941,West
sample_10882,0.1913779187713139,West
sample_4592,0.012137602246211965,West
sample_338,0.02605061031546295,East
sample_7362,0.0008557634936485339,West
sample_7168,0.002267545323259587,West
sample_2396,0.009507478943285217,West
sample_9959,0.05563940338840921,East
C0151,0.014792715129891477,East
sample_7188,0.07138691828469035,West
sample_5381,0.10659014427507393,West
sample_4354,0.05403303343374291,West
sample_1856,0.03905544851891181,West
sample_6300,0.01166971742650699,West
sample_6245,0.015564522217809943,West
sample_9510,0.093375300589272,East
sample_7265,0.00629076697280217,West
sample_7365,0.05208701652949261,West
sample_5331,0.011969164890276742,West
sample_5070,0.00832416510654433,West
sample_9448,0.023102863994482175,East
sample_7185,0.05102247588636616,West
sample_6591,0.01615716502282072,West
107201701001,0.06337859516022804,East
sample_1174,0.047137674782203404,East
107201701170,0.056142062433645494,East
sample_173,0.020122786026092108,East
sample_6965,0.11250053771776385,East
sample_6161,0.01296497349123602,West
sample_6454,0.021847021074677737,West
sample_6792,0.03152549779827142,East
sample_7250,0.09353400018767247,West
sample_5777,0.009214836605810057,West
107201700622,0.054678559207416245,East
sample_2519,0.0665089422357372,East
sample_4491,0.023866911631187742,East
107201700849,0.03245977539330135,East
sample_5659,0.025006258015780936,East
sample_4363,0.020484411338728917,West
sample_12818,0.005191477439002607,West
sample_6827,0.013121267947913113,West
sample_3445,0.06293641526394757,East
sample_5705,0.03624678832228248,West
sample_7221,0.012956488467358926,West
sample_6090,0.06813048116218408,East
sample_12075,0.05996637480703885,West
sample_4337,0.05984968062220149,West
sample_5292,0.09631630656542595,West
sample_10793,0.025742449064135812,West
sample_5410,0.04605290686206079,West
sample_1920,0.006551496327065271,East
sample_6326,0.0045706743578423975,West
sample_8125,0.019431523537208343,West
sample_5755,0.00422980930702864,West
sample_9862,0.022840306156568135,East
sample_7278,0.030982488878641475,East
sample_4370,0.017024172942796546,West
sample_9397,0.05957509505133734,East
sample_6255,0.05168151372087624,West
sample_5912,0.012143811342923942,West
sample_6487,0.005538751703100731,West
sample_6624,0.019561204186897833,West
sample_1238,0.06072356341743944,East
sample_5864,0.059282718206920576,West
sample_7051,0.012943307482605177,West
sample_6260,0.045859116444463,West
sample_8446,0.030231612591592513,West
sample_10765,0.023591829586681493,West
sample_5073,0.13836313031127886,West
sample_4458,0.009165109589513387,East
sample_6180,0.05928347154091262,West
sample_7273,0.008754450492755318,West
sample_8189,0.0023523238362241224,West
sample_5129,0.020187794455148227,West
sample_2439,0.07775744741959566,West
sample_10024,0.09465173050960592,East
sample_5835,0.01116072939490617,West
sample_7351,0.06295989821519114,West
sample_82,0.027696028792251255,West
sample_11820,0.010922600604162428,East
sample_6626,0.03789372445516843,West
sample_11966,0.03510001075827453,West
sample_10750,0.020379432813239146,West
sample_6047,0.05289554206213664,West
107201701390,0.02765709927847902,East
sample_6713,0.0535537997188582,West
sample_7763,0.005595105246557014,West
sample_7006,0.005361294973750205,West
sample_6024,0.02756094683023693,West
sample_6666,0.01029556926278294,West
sample_603,0.05324799347770939,West
sample_5763,0.006016833977604469,West
sample_5382,0.05779371039889562,West
107201702594,0.025164108000750824,East
107201704004,0.04491773626797892,East
sample_7084,0.09064177227480773,West
sample_2554,0.059764325452348034,East
sample_6753,0.018170804194660238,West
sample_7340,0.03949979723859995,West
sample_4308,0.018405730529266893,West
sample_4300,0.006858233274714881,West
sample_4638,0.03358149387532428,West
sample_6634,0.007110593052603127,West
sample_3247,0.026817138463853456,West
sample_5781,0.011129168174160056,West
sample_6379,0.0024134365254927345,West
sample_1292,0.016984833730633055,East
sample_5314,0.028552441730279297,West
sample_7143,0.04166758369151188,West
sample_2813,0.027517271378576607,West
C0098,0.020325496230640516,East
sample_6152,0.012854970384117599,West
sample_10105,0.08061678575349751,East
sample_6619,0.011778887162519345,West
sample_4774,0.017592445759132245,East
sample_5311,0.043128491835913496,West
sample_5406,0.038693706426387954,West
sample_5124,0.011260829424754589,West
sample_6046,0.030662202175296548,West
sample_5244,0.09742415547717403,East
sample_5978,0.010859084525242143,West
sample_7227,0.0795996378791193,West
sample_6165,0.013775035743034502,West
sample_687,0.012257801190207316,East
sample_12028,0.012274692427523185,West
sample_5059,0.07696001222007451,West
107201701830,0.061829148238667184,East
sample_5408,0.013359249348413163,West
107201700925,0.042057534414973896,East
sample_11805,0.015800962146568703,East
sample_10905,0.03032606932725023,West
107201700240,0.08466843672178949,East
sample_602,0.029393689721880455,West
sample_11096,0.006414865411405215,West
sample_5842,0.0188578881912472,West
sample_7109,0.047070536024807326,West
sample_11488,0.02262344271555333,West
sample_5085,0.02646164393152279,East
sample_7243,0.05222555122181839,East
sample_6598,0.034687595740242536,West
sample_6137,0.03457309364697394,West
40_T_6,0.022631649720405603,West
sample_1909,0.06812535528881582,East
sample_9429,0.058251280804165494,East
sample_6253,0.007720601900654547,West
sample_4590,0.012370249726881749,West
sample_9973,0.03377004325004812,East
107201701728,0.04663095802087538,East
sample_5611,0.016504496634295898,West
sample_2020,0.011395011550743876,West
sample_6019,0.02982426638264982,West
sample_18,0.16423280674849314,West
sample_5766,0.02729925630723559,West
sample_3479,0.018055233356649915,East
sample_9245,0.03983298997834111,East
sample_1017,0.036171571396785715,West
sample_7211,0.038319564853689966,West
sample_9917,0.1325281874076486,East
sample_7152,0.023444678122369438,West
sample_7154,0.13157260508330984,West
sample_6044,0.044987079402575895,West
107201700190,0.08860294207198972,East
107201700628,0.03230546388589742,East
sample_9019,0.03639874398234215,East
sample_3003,0.024873628527911664,East
sample_6181,0.029984436797326573,West
sample_5602,0.03324283620129113,East
107201700292,0.11972596579984283,East
107201701515,0.0761733990234056,East
sample_5862,0.018197546088399665,West
sample_6964,0.020580226836734737,West
sample_5426,0.11572699330651331,West
107201704147,0.08492913200242032,East
sample_5388,0.06113881075755864,West
sample_6356,0.009164111997963936,West
sample_5848,0.018485790414998555,West
107201700848,0.042924326029511205,East
107201701554,0.08357204456688816,East
sample_4920,0.17469733321214256,West
sample_12756,0.02692446361846911,West
sample_4551,0.015809225728890448,West
107201700037,0.11438351052651696,East
sample_5607,0.28992371678132933,West
sample_12759,0.024145647216855966,West
sample_8437,0.06707374804061544,West
sample_7176,0.08030037985252236,East
sample_12514,0.050020623634273,West
sample_11185,0.043549656258768284,West
sample_5991,0.042753133806614635,East
sample_6937,0.019858107113838855,West
sample_7139,0.05950354819591218,West
107201703045,0.03896209042454145,East
sample_6004,0.07060468601949234,West
sample_1662,0.03380053860229631,West
sample_5497,0.011846013267062624,East
sample_10927,0.028157683116338067,West
sample_12816,0.029960624964874737,West
sample_9791,0.03836016341655623,East
sample_7202,0.042879506196978896,East
sample_10914,0.24058179605544158,West
sample_5996,0.03662475680351092,West
sample_2098,0.03751040653892539,West
sample_4502,0.03656804705092806,East
sample_4578,0.010813712001609351,West
sample_5064,0.02805394430996263,West
sample_5793,0.05546396105294122,West
sample_3047,0.04054374167183632,West
sample_4615,0.0066140288922991175,West
sample_7341,0.01681515389109484,West
sample_5121,0.013868784370803322,West
sample_6865,0.005839231168920365,West
sample_6302,0.04537539769737682,West
sample_12823,0.051751204163873896,West
107201700236,0.056977533099482086,East
sample_5802,0.00792341558193545,West
C0033,0.04273640301213069,East
107201700002,0.032935756861229924,East
sample_7345,0.028790191026712264,West
sample_12701,0.044288267633819156,East
sample_6163,0.01327799889547513,West
sample_6517,0.04120640209863037,East
sample_2997,0.016697781977593723,West
sample_6939,0.01927771510623267,West
sample_5758,0.02124776711361807,West
sample_6678,0.01697716041085691,East
sample_2883,0.004396164567363324,East
sample_6143,0.028439102702616535,West
sample_6154,0.007678624244985948,West
sample_9323,0.05960490731105729,East
107201701769,0.10417909893892487,East
sample_10755,0.04029904768763159,West
sample_8440,0.03697110884916343,West
sample_5527,0.00818920885675365,West
sample_11062,0.021304759614265444,West
sample_6629,0.06493463800786343,West
sample_7643,0.02960567081219725,West
sample_23,0.06357355012775895,East
sample_6175,0.029391435957550966,West
107201700227,0.11979696388605969,East
